OrderID,CustomerID,OrderDate,ProductCategory,ProductID,Quantity,Price,Discount,City,TotalAmount
58,1130,2023-01-03 09:00:00,Clothing,350,3,32.44,0.06,Bangalore,91.48079999999999
59,1484,2023-01-03 10:00:00,Home,113,5,10.6,0.1,Hyderabad,47.7
60,1818,2023-01-03 11:00:00,Clothing,297,8,23.82,0.08,Mumbai,175.3152
61,1646,2023-01-03 12:00:00,Groceries,225,5,430.04,0.24,Chennai,1634.1520000000003
62,1020,2023-01-03 13:00:00,Electronics,305,3,350.14,0.28,Hyderabad,756.3024
63,1840,2023-01-03 14:00:00,Clothing,239,9,497.99,0.12,Delhi,3944.0807999999997
64,1166,2023-01-03 15:00:00,Books,161,3,15.05,0.02,Hyderabad,44.24700000000001
65,1273,2023-01-03 16:00:00,Books,382,2,425.26,0.03,Bangalore,825.0043999999999
66,1387,2023-01-03 17:00:00,Electronics,153,6,349.55,0.12,Hyderabad,1845.6240000000003
67,1600,2023-01-03 18:00:00,Groceries,445,8,321.97,0.12,Mumbai,2266.6688000000004
68,1315,2023-01-03 19:00:00,Books,111,6,181.48,0.04,Mumbai,1045.3247999999999
69,1013,2023-01-03 20:00:00,Books,235,1,191.48,0.24,Chennai,145.5248
70,1241,2023-01-03 21:00:00,Home,429,8,423.55,0.15,Chennai,2880.14
71,1776,2023-01-03 22:00:00,Clothing,243,1,358.17,0.03,Hyderabad,347.4249
72,1345,2023-01-03 23:00:00,Groceries,381,9,336.81,0.03,Hyderabad,2940.3513
73,1564,2023-01-04 00:00:00,Clothing,235,8,20.17,0.13,Hyderabad,140.38320000000002
74,1897,2023-01-04 01:00:00,Groceries,400,6,96.24,0.04,Mumbai,554.3423999999999
75,1339,2023-01-04 02:00:00,Books,320,2,481.5,0.17,Mumbai,799.29
76,1091,2023-01-04 03:00:00,Home,439,9,229.91,0.12,Delhi,1820.8872000000001
77,1366,2023-01-04 04:00:00,Clothing,308,8,391.79,0.28,Delhi,2256.7104
78,1955,2023-01-04 05:00:00,Books,458,4,197.72,0.13,Delhi,688.0656
79,1454,2023-01-04 06:00:00,Groceries,479,2,383.34,0.18,Chennai,628.6776
80,1427,2023-01-04 07:00:00,Clothing,222,6,64.01,0.24,Mumbai,291.88560000000007
81,1508,2023-01-04 08:00:00,Clothing,215,1,25.85,0.09,Hyderabad,23.523500000000002
82,1775,2023-01-04 09:00:00,Books,256,7,235.76,0.15,Hyderabad,1402.772
83,1942,2023-01-04 10:00:00,Clothing,369,1,297.86,0.04,Delhi,285.9456
84,1034,2023-01-04 11:00:00,Home,116,6,165.23,0.13,Chennai,862.5005999999998
85,1205,2023-01-04 12:00:00,Home,368,5,359.42,0.11,Chennai,1599.419
86,1080,2023-01-04 13:00:00,Books,448,3,250.43,0.13,Delhi,653.6223
87,1931,2023-01-04 14:00:00,Groceries,318,6,464.52,0.03,Hyderabad,2703.5063999999998
88,1561,2023-01-04 15:00:00,Books,418,4,47.07,0.12,Chennai,165.6864
89,1871,2023-01-04 16:00:00,Home,337,6,37.95,0.26,Bangalore,168.49800000000002
90,1387,2023-01-04 17:00:00,Electronics,132,4,453.04,0.28,Delhi,1304.7552
91,1001,2023-01-04 18:00:00,Electronics,384,1,336.21,0.07,Hyderabad,312.67529999999994
92,1389,2023-01-04 19:00:00,Clothing,136,5,337.2,0.09,Bangalore,1534.26
93,1565,2023-01-04 20:00:00,Clothing,202,8,18.64,0.0,Mumbai,149.12
94,1105,2023-01-04 21:00:00,Electronics,310,6,469.15,0.03,Hyderabad,2730.4529999999995
95,1771,2023-01-04 22:00:00,Home,379,9,387.05,0.1,Bangalore,3135.1050000000005
96,1821,2023-01-04 23:00:00,Clothing,241,4,383.34,0.21,Mumbai,1211.3544
97,1476,2023-01-05 00:00:00,Books,338,9,456.41,0.09,Chennai,3737.9979000000008
98,1702,2023-01-05 01:00:00,Books,328,8,291.19,0.02,Hyderabad,2282.9296
99,1401,2023-01-05 02:00:00,Home,232,3,200.36,0.22,Hyderabad,468.84240000000005
100,1729,2023-01-05 03:00:00,Clothing,224,6,242.94,0.14,Chennai,1253.5703999999998
101,1555,2023-01-05 04:00:00,Books,152,4,389.73,0.16,Hyderabad,1309.4928
102,1161,2023-01-05 05:00:00,Clothing,187,1,385.52,0.1,Delhi,346.968
103,1201,2023-01-05 06:00:00,Clothing,197,9,306.75,0.18,Bangalore,2263.815
104,1957,2023-01-05 07:00:00,Books,469,4,112.95,0.27,Mumbai,329.814
105,1995,2023-01-05 08:00:00,Electronics,194,5,410.35,0.17,Mumbai,1702.9524999999999
106,1269,2023-01-05 09:00:00,Books,287,3,325.38,0.18,Bangalore,800.4348
107,1862,2023-01-05 10:00:00,Home,475,4,114.52,0.11,Delhi,407.6912
108,1815,2023-01-05 11:00:00,Groceries,355,9,242.92,0.02,Hyderabad,2142.5543999999995
109,1270,2023-01-05 12:00:00,Books,172,7,498.62,0.13,Chennai,3036.5958
110,1455,2023-01-05 13:00:00,Clothing,461,8,167.55,0.28,Chennai,965.0880000000001
111,1461,2023-01-05 14:00:00,Clothing,381,3,62.7,0.2,Hyderabad,150.48000000000002
112,1726,2023-01-05 15:00:00,Books,117,3,15.73,0.15,Mumbai,40.1115
113,1251,2023-01-05 16:00:00,Groceries,263,7,96.39,0.19,Bangalore,546.5313000000001
114,1701,2023-01-05 17:00:00,Books,491,8,97.55,0.17,Bangalore,647.732
115,1295,2023-01-05 18:00:00,Groceries,245,5,429.74,0.27,Mumbai,1568.551
116,1724,2023-01-05 19:00:00,Groceries,413,1,82.3,0.07,Bangalore,76.53899999999999
117,1719,2023-01-05 20:00:00,Home,352,3,432.01,0.27,Mumbai,946.1019
118,1748,2023-01-05 21:00:00,Clothing,259,5,47.92,0.21,Delhi,189.28400000000002
119,1337,2023-01-05 22:00:00,Clothing,448,3,453.79,0.04,Hyderabad,1306.9152000000001
120,1878,2023-01-05 23:00:00,Groceries,148,1,131.89,0.11,Mumbai,117.3821
121,1052,2023-01-06 00:00:00,Clothing,275,7,307.69,0.13,Delhi,1873.8320999999999
122,1791,2023-01-06 01:00:00,Electronics,426,1,84.06,0.02,Mumbai,82.3788
123,1921,2023-01-06 02:00:00,Groceries,164,6,198.08,0.17,Delhi,986.4384
124,1216,2023-01-06 03:00:00,Clothing,388,6,47.46,0.08,Delhi,261.9792
125,1763,2023-01-06 04:00:00,Electronics,149,7,291.87,0.14,Delhi,1757.0574000000001
126,1187,2023-01-06 05:00:00,Home,103,1,176.21,0.13,Hyderabad,153.30270000000002
127,1379,2023-01-06 06:00:00,Clothing,218,3,426.81,0.16,Mumbai,1075.5612
128,1492,2023-01-06 07:00:00,Electronics,439,9,95.0,0.25,Mumbai,641.25
129,1040,2023-01-06 08:00:00,Books,472,2,143.59,0.23,Mumbai,221.1286
130,1156,2023-01-06 09:00:00,Books,263,5,92.74,0.26,Delhi,343.138
131,1014,2023-01-06 10:00:00,Electronics,322,3,284.09,0.17,Bangalore,707.3841
132,1812,2023-01-06 11:00:00,Groceries,457,5,60.31,0.18,Bangalore,247.27100000000002
133,1064,2023-01-06 12:00:00,Groceries,255,7,98.73,0.13,Mumbai,601.2657
134,1856,2023-01-06 13:00:00,Clothing,486,1,340.85,0.22,Bangalore,265.863
135,1838,2023-01-06 14:00:00,Books,361,3,41.84,0.06,Bangalore,117.9888
136,1520,2023-01-06 15:00:00,Groceries,272,6,372.87,0.14,Bangalore,1924.0092000000002
137,1343,2023-01-06 16:00:00,Groceries,122,7,56.65,0.21,Delhi,313.27450000000005
138,1128,2023-01-06 17:00:00,Books,490,3,294.82,0.23,Mumbai,681.0342
139,1647,2023-01-06 18:00:00,Home,475,4,498.92,0.07,Mumbai,1855.9823999999999
140,1471,2023-01-06 19:00:00,Groceries,160,6,91.08,0.05,Chennai,519.156
141,1062,2023-01-06 20:00:00,Electronics,455,5,134.24,0.09,Chennai,610.792
142,1138,2023-01-06 21:00:00,Clothing,420,9,449.72,0.28,Bangalore,2914.1856000000002
143,1498,2023-01-06 22:00:00,Groceries,233,1,315.01,0.04,Mumbai,302.40959999999995
144,1592,2023-01-06 23:00:00,Groceries,123,5,248.8,0.29,Bangalore,883.24
145,1391,2023-01-07 00:00:00,Home,392,1,283.54,0.3,Delhi,198.478
146,1674,2023-01-07 01:00:00,Electronics,144,8,151.27,0.24,Mumbai,919.7216000000001
147,1418,2023-01-07 02:00:00,Clothing,278,7,428.38,0.23,Delhi,2308.9682
148,1288,2023-01-07 03:00:00,Groceries,455,5,373.91,0.29,Delhi,1327.3805
149,1378,2023-01-07 04:00:00,Clothing,457,6,323.02,0.09,Mumbai,1763.6892
150,1772,2023-01-07 05:00:00,Books,162,4,466.21,0.04,Bangalore,1790.2463999999998
151,1489,2023-01-07 06:00:00,Groceries,128,9,291.16,0.25,Chennai,1965.33
152,1230,2023-01-07 07:00:00,Groceries,456,3,258.38,0.05,Bangalore,736.3829999999999
153,1040,2023-01-07 08:00:00,Books,464,2,487.97,0.01,Chennai,966.1806
154,1027,2023-01-07 09:00:00,Home,195,7,106.98,0.06,Hyderabad,703.9284
155,1134,2023-01-07 10:00:00,Groceries,365,2,75.27,0.13,Chennai,130.9698
156,1200,2023-01-07 11:00:00,Clothing,390,6,85.33,0.15,Mumbai,435.183
157,1839,2023-01-07 12:00:00,Electronics,154,8,494.77,0.02,Chennai,3878.9968
158,1779,2023-01-07 13:00:00,Clothing,252,3,327.86,0.13,Hyderabad,855.7146
159,1929,2023-01-07 14:00:00,Home,318,3,156.43,0.18,Chennai,384.81780000000003
160,1032,2023-01-07 15:00:00,Electronics,272,3,128.24,0.28,Bangalore,276.9984
161,1047,2023-01-07 16:00:00,Clothing,195,1,33.04,0.07,Chennai,30.727199999999996
162,1502,2023-01-07 17:00:00,Clothing,222,9,70.31,0.06,Mumbai,594.8226
163,1406,2023-01-07 18:00:00,Books,111,5,454.55,0.12,Mumbai,2000.02
164,1573,2023-01-07 19:00:00,Home,103,9,374.93,0.3,Delhi,2362.0589999999997
165,1727,2023-01-07 20:00:00,Books,461,5,471.07,0.1,Bangalore,2119.815
166,1804,2023-01-07 21:00:00,Electronics,445,7,214.75,0.01,Bangalore,1488.2175
167,1098,2023-01-07 22:00:00,Books,166,1,302.61,0.08,Chennai,278.4012
168,1683,2023-01-07 23:00:00,Home,244,9,244.42,0.17,Chennai,1825.8173999999997
169,1871,2023-01-08 00:00:00,Groceries,164,1,441.29,0.12,Mumbai,388.33520000000004
170,1725,2023-01-08 01:00:00,Groceries,181,4,495.73,0.23,Delhi,1526.8484
171,1986,2023-01-08 02:00:00,Electronics,204,7,466.72,0.18,Hyderabad,2678.9728
172,1546,2023-01-08 03:00:00,Groceries,280,9,301.04,0.17,Chennai,2248.7688
173,1960,2023-01-08 04:00:00,Books,439,1,35.59,0.1,Bangalore,32.031000000000006
174,1738,2023-01-08 05:00:00,Electronics,204,6,310.68,0.17,Chennai,1547.1863999999998
175,1612,2023-01-08 06:00:00,Home,325,5,53.04,0.18,Delhi,217.464
176,1942,2023-01-08 07:00:00,Electronics,470,3,73.72,0.05,Bangalore,210.10199999999998
177,1461,2023-01-08 08:00:00,Electronics,127,2,99.72,0.22,Delhi,155.5632
178,1642,2023-01-08 09:00:00,Clothing,115,1,184.93,0.12,Bangalore,162.7384
179,1768,2023-01-08 10:00:00,Clothing,376,2,297.93,0.22,Chennai,464.7708
180,1004,2023-01-08 11:00:00,Electronics,432,4,170.11,0.05,Delhi,646.418
181,1217,2023-01-08 12:00:00,Groceries,397,6,228.87,0.2,Mumbai,1098.576
182,1502,2023-01-08 13:00:00,Clothing,153,5,28.41,0.01,Bangalore,140.6295
183,1766,2023-01-08 14:00:00,Home,387,4,311.78,0.05,Delhi,1184.764
184,1397,2023-01-08 15:00:00,Books,213,8,330.23,0.27,Delhi,1928.5432
185,1870,2023-01-08 16:00:00,Clothing,137,7,54.2,0.14,Hyderabad,326.28400000000005
186,1794,2023-01-08 17:00:00,Electronics,469,4,393.63,0.15,Hyderabad,1338.3419999999999
187,1392,2023-01-08 18:00:00,Groceries,329,5,325.49,0.27,Chennai,1188.0385
188,1206,2023-01-08 19:00:00,Books,265,5,247.42,0.15,Mumbai,1051.5349999999999
189,1014,2023-01-08 20:00:00,Clothing,281,3,278.67,0.2,Mumbai,668.808
190,1857,2023-01-08 21:00:00,Groceries,304,9,254.01,0.07,Delhi,2126.0637
191,1553,2023-01-08 22:00:00,Groceries,465,5,31.63,0.02,Delhi,154.987
192,1891,2023-01-08 23:00:00,Groceries,344,2,368.9,0.11,Delhi,656.6419999999999
193,1460,2023-01-09 00:00:00,Electronics,458,4,258.35,0.24,Bangalore,785.3840000000001
194,1690,2023-01-09 01:00:00,Home,432,4,90.55,0.13,Chennai,315.114
195,1574,2023-01-09 02:00:00,Groceries,495,5,341.96,0.05,Chennai,1624.31
196,1863,2023-01-09 03:00:00,Books,408,8,349.06,0.16,Hyderabad,2345.6832
197,1742,2023-01-09 04:00:00,Clothing,220,5,110.68,0.08,Delhi,509.1280000000001
198,1240,2023-01-09 05:00:00,Books,358,1,399.27,0.28,Delhi,287.4744
199,1563,2023-01-09 06:00:00,Electronics,309,2,230.97,0.17,Bangalore,383.4102
200,1095,2023-01-09 07:00:00,Electronics,409,3,94.4,0.29,Delhi,201.07200000000003
201,1899,2023-01-09 08:00:00,Books,395,3,330.52,0.01,Delhi,981.6443999999999
202,1733,2023-01-09 09:00:00,Home,293,6,300.38,0.0,Chennai,1802.28
203,1484,2023-01-09 10:00:00,Electronics,167,9,89.35,0.14,Delhi,691.569
204,1406,2023-01-09 11:00:00,Electronics,213,1,436.81,0.26,Bangalore,323.2394
205,1230,2023-01-09 12:00:00,Books,319,6,427.99,0.16,Bangalore,2157.0696
206,1748,2023-01-09 13:00:00,Electronics,319,9,418.94,0.26,Mumbai,2790.1403999999998
207,1654,2023-01-09 14:00:00,Home,317,4,202.62,0.04,Mumbai,778.0608
208,1170,2023-01-09 15:00:00,Home,336,3,413.19,0.21,Hyderabad,979.2603
209,1540,2023-01-09 16:00:00,Home,485,6,423.17,0.2,Bangalore,2031.2160000000001
210,1035,2023-01-09 17:00:00,Clothing,397,6,498.29,0.16,Bangalore,2511.3816
211,1524,2023-01-09 18:00:00,Home,193,2,479.01,0.12,Chennai,843.0576
212,1159,2023-01-09 19:00:00,Home,352,5,194.51,0.19,Mumbai,787.7655
213,1838,2023-01-09 20:00:00,Clothing,456,1,103.11,0.17,Hyderabad,85.5813
214,1698,2023-01-09 21:00:00,Groceries,314,9,149.77,0.08,Chennai,1240.0956
215,1242,2023-01-09 22:00:00,Electronics,479,9,249.92,0.03,Chennai,2181.8016
216,1085,2023-01-09 23:00:00,Home,357,3,403.7,0.12,Mumbai,1065.768
217,1795,2023-01-10 00:00:00,Electronics,446,5,362.88,0.15,Chennai,1542.24
218,1577,2023-01-10 01:00:00,Books,339,3,394.92,0.15,Mumbai,1007.0459999999999
219,1681,2023-01-10 02:00:00,Electronics,414,7,193.06,0.13,Bangalore,1175.7354
220,1556,2023-01-10 03:00:00,Clothing,313,1,127.22,0.1,Bangalore,114.498
221,1573,2023-01-10 04:00:00,Electronics,197,5,16.94,0.11,Mumbai,75.38300000000001
222,1952,2023-01-10 05:00:00,Electronics,115,6,314.96,0.08,Delhi,1738.5792
223,1645,2023-01-10 06:00:00,Electronics,253,7,398.54,0.17,Delhi,2315.5174
224,1795,2023-01-10 07:00:00,Groceries,115,3,445.12,0.25,Hyderabad,1001.5200000000001
225,1027,2023-01-10 08:00:00,Groceries,297,7,240.74,0.26,Delhi,1247.0332
226,1619,2023-01-10 09:00:00,Books,207,4,464.18,0.3,Hyderabad,1299.704
227,1555,2023-01-10 10:00:00,Clothing,122,6,105.19,0.03,Mumbai,612.2058
228,1339,2023-01-10 11:00:00,Electronics,141,5,259.62,0.06,Mumbai,1220.214
229,1797,2023-01-10 12:00:00,Electronics,136,4,110.82,0.22,Mumbai,345.7584
230,1957,2023-01-10 13:00:00,Electronics,427,6,98.1,0.19,Hyderabad,476.76599999999996
231,1330,2023-01-10 14:00:00,Electronics,489,3,476.93,0.04,Chennai,1373.5584
232,1639,2023-01-10 15:00:00,Groceries,264,3,409.78,0.19,Hyderabad,995.7654
233,1505,2023-01-10 16:00:00,Books,215,5,10.84,0.12,Chennai,47.696000000000005
234,1347,2023-01-10 17:00:00,Home,249,5,137.91,0.29,Bangalore,489.5804999999999
235,1472,2023-01-10 18:00:00,Clothing,105,9,106.54,0.26,Bangalore,709.5564
236,1230,2023-01-10 19:00:00,Electronics,131,4,77.83,0.02,Chennai,305.0936
237,1189,2023-01-10 20:00:00,Books,244,5,350.22,0.03,Chennai,1698.567
238,1224,2023-01-10 21:00:00,Home,393,9,285.58,0.13,Delhi,2236.0914
239,1384,2023-01-10 22:00:00,Books,392,4,229.7,0.0,Chennai,918.8
240,1376,2023-01-10 23:00:00,Groceries,276,3,98.8,0.03,Chennai,287.508
241,1282,2023-01-11 00:00:00,Home,276,7,142.42,0.28,Mumbai,717.7968
242,1957,2023-01-11 01:00:00,Books,160,7,181.27,0.24,Hyderabad,964.3564000000001
243,1632,2023-01-11 02:00:00,Groceries,176,8,393.81,0.2,Chennai,2520.384
244,1627,2023-01-11 03:00:00,Books,482,4,494.65,0.25,Mumbai,1483.9499999999998
245,1972,2023-01-11 04:00:00,Books,185,4,96.07,0.08,Chennai,353.5376
246,1744,2023-01-11 05:00:00,Home,290,9,174.05,0.22,Delhi,1221.8310000000001
247,1258,2023-01-11 06:00:00,Groceries,106,7,143.7,0.18,Chennai,824.838
248,1358,2023-01-11 07:00:00,Electronics,184,3,26.81,0.25,Chennai,60.32249999999999
249,1709,2023-01-11 08:00:00,Clothing,361,9,113.51,0.08,Mumbai,939.8628000000001
250,1455,2023-01-11 09:00:00,Home,497,5,451.3,0.23,Chennai,1737.505
251,1410,2023-01-11 10:00:00,Groceries,499,4,422.21,0.26,Mumbai,1249.7415999999998
252,1648,2023-01-11 11:00:00,Books,358,1,87.96,0.16,Hyderabad,73.8864
253,1317,2023-01-11 12:00:00,Groceries,492,9,186.25,0.12,Mumbai,1475.1
254,1676,2023-01-11 13:00:00,Clothing,146,6,158.85,0.28,Hyderabad,686.2319999999999
255,1224,2023-01-11 14:00:00,Clothing,440,2,78.13,0.05,Chennai,148.44699999999997
256,1818,2023-01-11 15:00:00,Electronics,193,7,312.99,0.01,Hyderabad,2169.0207000000005
257,1233,2023-01-11 16:00:00,Electronics,323,3,280.86,0.05,Bangalore,800.451
258,1683,2023-01-11 17:00:00,Clothing,378,6,216.36,0.21,Bangalore,1025.5464000000002
259,1663,2023-01-11 18:00:00,Home,102,8,428.47,0.24,Mumbai,2605.0976
260,1974,2023-01-11 19:00:00,Home,228,3,311.76,0.22,Delhi,729.5184
261,1826,2023-01-11 20:00:00,Books,422,5,133.34,0.13,Chennai,580.029
262,1373,2023-01-11 21:00:00,Electronics,348,6,189.98,0.29,Bangalore,809.3147999999999
263,1671,2023-01-11 22:00:00,Books,328,1,79.33,0.13,Delhi,69.0171
264,1607,2023-01-11 23:00:00,Electronics,426,7,297.73,0.29,Mumbai,1479.7181
265,1471,2023-01-12 00:00:00,Clothing,230,4,295.38,0.28,Hyderabad,850.6944
266,1232,2023-01-12 01:00:00,Home,327,7,435.74,0.12,Chennai,2684.1584000000003
267,1691,2023-01-12 02:00:00,Home,276,7,428.63,0.05,Hyderabad,2850.3894999999998
268,1112,2023-01-12 03:00:00,Clothing,422,5,419.29,0.03,Chennai,2033.5565000000001
269,1829,2023-01-12 04:00:00,Books,410,8,276.73,0.16,Bangalore,1859.6256
270,1496,2023-01-12 05:00:00,Books,487,8,327.75,0.23,Delhi,2018.94
271,1441,2023-01-12 06:00:00,Groceries,130,5,388.89,0.05,Mumbai,1847.2274999999997
272,1563,2023-01-12 07:00:00,Electronics,165,5,50.38,0.1,Chennai,226.71
273,1267,2023-01-12 08:00:00,Books,305,7,153.8,0.19,Bangalore,872.0460000000002
274,1509,2023-01-12 09:00:00,Clothing,200,6,88.7,0.14,Mumbai,457.692
275,1806,2023-01-12 10:00:00,Books,419,4,258.18,0.18,Chennai,846.8304
276,1385,2023-01-12 11:00:00,Home,130,2,419.65,0.2,Bangalore,671.44
277,1386,2023-01-12 12:00:00,Electronics,472,8,119.2,0.11,Mumbai,848.7040000000001
278,1112,2023-01-12 13:00:00,Groceries,290,3,366.8,0.24,Hyderabad,836.3040000000001
279,1612,2023-01-12 14:00:00,Electronics,165,2,205.88,0.21,Delhi,325.29040000000003
280,1624,2023-01-12 15:00:00,Home,402,7,452.02,0.21,Delhi,2499.6706
281,1951,2023-01-12 16:00:00,Home,334,6,315.26,0.04,Hyderabad,1815.8975999999998
282,1080,2023-01-12 17:00:00,Home,377,8,488.39,0.14,Delhi,3360.1232
283,1698,2023-01-12 18:00:00,Home,301,6,126.61,0.17,Delhi,630.5178
284,1112,2023-01-12 19:00:00,Clothing,449,7,462.36,0.07,Chennai,3009.9635999999996
285,1001,2023-01-12 20:00:00,Groceries,324,2,181.74,0.23,Bangalore,279.87960000000004
286,1641,2023-01-12 21:00:00,Home,182,2,312.87,0.04,Hyderabad,600.7103999999999
287,1219,2023-01-12 22:00:00,Home,145,6,91.38,0.04,Bangalore,526.3488
288,1565,2023-01-12 23:00:00,Books,188,9,381.09,0.12,Delhi,3018.2327999999998
289,1854,2023-01-13 00:00:00,Groceries,285,3,489.23,0.04,Bangalore,1408.9824
290,1996,2023-01-13 01:00:00,Electronics,474,8,394.78,0.0,Mumbai,3158.24
291,1735,2023-01-13 02:00:00,Groceries,288,5,309.82,0.12,Hyderabad,1363.2079999999999
292,1224,2023-01-13 03:00:00,Groceries,345,6,226.87,0.19,Hyderabad,1102.5882000000001
293,1384,2023-01-13 04:00:00,Groceries,145,6,175.89,0.15,Hyderabad,897.0389999999999
294,1402,2023-01-13 05:00:00,Home,356,3,212.41,0.02,Chennai,624.4854
295,1637,2023-01-13 06:00:00,Home,451,5,167.5,0.07,Bangalore,778.875
296,1129,2023-01-13 07:00:00,Clothing,160,1,417.19,0.16,Bangalore,350.4396
297,1052,2023-01-13 08:00:00,Electronics,204,2,447.09,0.22,Chennai,697.4603999999999
298,1683,2023-01-13 09:00:00,Books,436,3,475.08,0.24,Hyderabad,1083.1824
299,1729,2023-01-13 10:00:00,Groceries,113,4,212.09,0.16,Chennai,712.6224
